Drug,Primary indication,Virus,Group,Cell cultures/co-cultures,Primary cells/organoids,Animal model,Phase I,Phase II,Phase III,Phase IV,Approved,Potential target,Reference,Reference2,Virus Family,Virus Name,Viral disease,VirusImage,Drug_Bank_ID,PubChem_CID,Mode_of_action,InChI_Key
Ezetimibe,Approved lipid-lowering,HDV,(-)ssRNA,,,,,*,,,,Human NTCP,NCT03099278; NCT03099278,,Unassigned,Hepatitis D virus,Hepatitis D,-1,DB00973,150311,Intestinal cholesterol and related phytosterol absorption inhibitor,OLNTVTPDXPETLC-XPWALMASSA-N
Irbesartan,Approved,HDV,(-)ssRNA,*,,,,,,,,"AGTR1,AP-1",PMID: 24717262,,Unassigned,Hepatitis D virus,Hepatitis D,-1,DB01029,3749,,YOSHYTLCDANDAN-UHFFFAOYSA-N
Rapamycin (Sirolimus),Approved immunosuppressant,HDV,(-)ssRNA,*,,,,,,,,Human MTOR,PMID:29730285,,Unassigned,Hepatitis D virus,Hepatitis D,-1,DB00877,5284616,IL-2-dependent T-cell proliferation inhibitor,QFJCIRLUMZQUOT-HPLJOQBZSA-N
Suramin,Approved antiprotozoal,HDV,(-)ssRNA,*,,,,,,,,Multiple,PMID:21187936,,Unassigned,Hepatitis D virus,Hepatitis D,-1,DB04786,5361,Unclear,FIAFUQMPZJWCLV-UHFFFAOYSA-N
Ivermectin,Approved antiprotozoal,HENV,(-)ssRNA,*,,,,,,,,Human importins,PMID:29321677,,Paramyxoviridae,Hendra virus,Severe encephalitis and respiratory disease,4,DB00602,46936176,Importin ?/?-mediated nuclear import inhibitor,SPBDXSGPUHCETR-CVSKBELMSA-N
Remdesivir,Investigational antiviral,HEV,(+)ssRNA,*,,,,,,,,Viral RNA pol,PMID:28262699,,Hepeviridae,Hepatitis E virus,Hepatitis E,10,DB14761,121304016,Viral RNA polymerase inhibitor,RWWYLEGWBNMMLJ-YSOARWBDSA-N
Ribavirin,Approved antiviral,HEV,(+)ssRNA,,,,,*,,,*,Viral RNA pol,CID:37542; NCT01698723,,Hepeviridae,Hepatitis E virus,Hepatitis E,10,DB00811,37542,Nucleoside inhibitor; Guanosine (ribonucleic) analog,IWUCXVSUMQZMFG-AFCXAGJDSA-N
Silvestrol,Investigational anticancer,HEV,(+)ssRNA,*,,*,,,,,,Human EIF4A,PMID:30036559,,Hepeviridae,Hepatitis E virus,Hepatitis E,10,,11787114,Inhibitor of translation initiation by targeting the RNA helicase,GVKXFVCXBFGBCD-QKDMMWSPSA-N
Azithromycin,Approved antibacterial,HEV-A,(+)ssRNA,*,,*,,,,,,Unknown,PMID:30599241,,Picornaviridae,Enterovirus A,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00207,447043,,MQTOSJVFKKJCRP-BICOPXKESA-N
Berberine,Investigational anticancer,HEV-A,(+)ssRNA,*,,,,,,,,Unknown,PMID:28081706,,Picornaviridae,Enterovirus A,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB04115,2353,AMP-activated protein kinase (AMPK) activator,YBHILYKTIRIUTE-UHFFFAOYSA-N
Camptothecin,Investigational anticancer,HEV-A,(+)ssRNA,*,,,,,,,,Human TOP1,PMID:28427827,,Picornaviridae,Enterovirus A,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB04690,24360,Topoisomerase I inhibitor,VSJKWCGYPAHWDS-FQEVSTJZSA-N
Chloroquine,Approved antimalarial,HEV-A,(+)ssRNA,*,,*,,,,,,Unknown,PMID:29175128,,Picornaviridae,Enterovirus A,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00608,2719,Antimalaria agent; chemo/radio sensitizer,QKICWELGRMTQCR-UHFFFAOYSA-N
Dibucaine,Approved anesthetic,HEV-A,(+)ssRNA,*,,,,,,,,Multiple,PMID:26856848;PMID: 28052847,,Picornaviridae,Enterovirus A,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00527,3025,,PUFQVTATUTYEAL-UHFFFAOYSA-N
EIPA (amiloride),Approved anti-arrhythmic,HEV-A,(+)ssRNA,*,,,,,,,,Viral RNA pol,PMID:31326561,PMID: 24798281,Picornaviridae,Enterovirus A,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00594,16231,Epithelial sodium channel inhibitor,XSDQTOBWRPYKKA-UHFFFAOYSA-N
Emodin,Investigational anticancer,HEV-A,(+)ssRNA,*,,,,,,,,Multiple,PMID:27840410,,Picornaviridae,Enterovirus A,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB07715,3220,,RHMXXJGYXNZAPX-UHFFFAOYSA-N
Formoterol,Approved antiasthmatic,HEV-A,(+)ssRNA,*,,,,,,,,Viral helicase,PMID:26856848;PMID: 20470412,,Picornaviridae,Enterovirus A,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00983,3410,,BPZSYCZIITTYBL-UHFFFAOYSA-N
Gemcitabine,Approved anticancer,HEV-A,(+)ssRNA,*,,,,,,,,Human RRM1,PMID:26526589,,Picornaviridae,Enterovirus A,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00441,60750,Antimetabolite; Nucleoside analog,SDUQYLNIPVEERB-QPPQHZFASA-N
Glycyrrhizin,Approved anti-inflammatory,HEV-A,(+)ssRNA,*,,,,,,,,Human TNF,PMID:23454684,PMID: 18086693,Picornaviridae,Enterovirus A,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB13751,14982,,LPLVUJXQOOQHMX-QWBHMCJMSA-N
Luteolin,Approved anticancer,HEV-A,(+)ssRNA,*,,,,,,,,Unknown,PMID:26870944,,Picornaviridae,Enterovirus A,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,,5280445,,IQPNAANSBPBGFQ-UHFFFAOYSA-N
Pentosan polysulfate,Approved anti-interstitial cystitis,HEV-A,(+)ssRNA,*,,,,,,,,Human FGF2,PMID:22771616,,Picornaviridae,Enterovirus A,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00686,37720,,FCCNSUIJIOOXEZ-SJYYZXOBSA-N
Pirlindole,Approved antidepressant,HEV-A,(+)ssRNA,*,,,,,,,,Viral helicase,PMID:26856848,,Picornaviridae,Enterovirus A,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB09244,68802,,IWVRVEIKCBFZNF-UHFFFAOYSA-N
Quinacrine,Approved antiparasitic,HEV-A,(+)ssRNA,*,,,,,,,,Unknown,PMID: 23301007,,Picornaviridae,Enterovirus A,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB01103,237,,GPKJTRJOBQGKQK-UHFFFAOYSA-N
Sorafenib,Approved anticancer,HEV-A,(+)ssRNA,*,,,,,,,,Human RTKs,PMID:24680956,,Picornaviridae,Enterovirus A,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00398,216239,B-Raf; FGFR-1; VEGFR-2 & -3; PDGFR-beta; KIT; and FLT3 inhibitor,MLDQJTXFUGDVEO-UHFFFAOYSA-N
Suramin,Approved antiprotozoal,HEV-A,(+)ssRNA,*,,,,,,,,Multiple,PMID:28218309,,Picornaviridae,Enterovirus A,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB04786,5361,Unclear,FIAFUQMPZJWCLV-UHFFFAOYSA-N
ABT-263,Investigational anticancer,HEV-B,(+)ssRNA,*,,,,,,,,Human BCL2,PMID:23887633,,Picornaviridae,Enterovirus B,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB12340,24978538,Bcl-2/Bcl-xL inhibitor,JLYAXFNOILIKPP-KXQOOQHDSA-N
Azithromycin,Approved antibacterial,HEV-B,(+)ssRNA,*,,*,,,,,,Unknown,PMID:30599241,PMID: 28993329,Picornaviridae,Enterovirus B,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00207,447043,,MQTOSJVFKKJCRP-BICOPXKESA-N
Berberine,Investigational anticancer,HEV-B,(+)ssRNA,*,,,,,,,,Unknown,PMID:28341822,,Picornaviridae,Enterovirus B,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB04115,2353,AMP-activated protein kinase (AMPK) activator,YBHILYKTIRIUTE-UHFFFAOYSA-N
Dalbavancin,Approved antibacterial,HEV-B,(+)ssRNA,*,,,,,,,,Human CTSL,PMID:29698664,,Picornaviridae,Enterovirus B,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB06219,23724878,,KGPGQDLTDHGEGT-VBZOGQDBSA-N
Dasatinib,Approved anticancer,HEV-B,(+)ssRNA,*,,,,,,,,Human RTKs,PMID:29698664,,Picornaviridae,Enterovirus B,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB01254,3062316,Abl; Src; Kit; EphR... Inhibitor,ZBNZXTGUTAYRHI-UHFFFAOYSA-N
Dibucaine,Approved anesthetic,HEV-B,(+)ssRNA,*,,,,,,,,Multiple,PMID:26856848,,Picornaviridae,Enterovirus B,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00527,3025,,PUFQVTATUTYEAL-UHFFFAOYSA-N
Eflornithine,Approved antiprotozoal; withdrawn,HEV-B,(+)ssRNA,*,,,,,,,,Human ODC1,PMID:27535047,,Picornaviridae,Enterovirus B,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB06243,3009,Enzyme-activated; irreversible inhibitor of ornithine decarboxylase,VLCYCQAOQCDTCN-UHFFFAOYSA-N
EIPA (amiloride),Approved anti-arrhythmic,HEV-B,(+)ssRNA,*,,,,,,,,Viral RNA pol,PMID:21795353,,Picornaviridae,Enterovirus B,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00594,16231,Epithelial sodium channel inhibitor,XSDQTOBWRPYKKA-UHFFFAOYSA-N
Emetine,Approved antiprotozoal,HEV-B,(+)ssRNA,*,,,,,,,,Human ribosome,doi: 10.20944/preprints201909.0128.v1,,Picornaviridae,Enterovirus B,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB13393,10219,,AUVVAXYIELKVAI-CKBKHPSWSA-N
Emodin,Investigational anticancer,HEV-B,(+)ssRNA,*,,*,,,,,,Multiple,PMID:26621875,,Picornaviridae,Enterovirus B,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB07715,3220,,RHMXXJGYXNZAPX-UHFFFAOYSA-N
Fluoxetine,Approved antidepressant,HEV-B,(+)ssRNA,*,,,,,,,,Viral helicase,PMID:23335743,,Picornaviridae,Enterovirus B,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00472,3386,Selective serotonin reuptake inhibitor,RTHCYVBBDHJXIQ-UHFFFAOYSA-N
Formoterol,Approved antiasthmatic,HEV-B,(+)ssRNA,*,,,,,,,,Viral helicase,PMID:26856848,,Picornaviridae,Enterovirus B,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00983,3410,,BPZSYCZIITTYBL-UHFFFAOYSA-N
Gemcitabine,Approved anticancer,HEV-B,(+)ssRNA,*,,,,,,,,Human RRM1,PMID:26526589,,Picornaviridae,Enterovirus B,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00441,60750,Antimetabolite; Nucleoside analog,SDUQYLNIPVEERB-QPPQHZFASA-N
Glycyrrhizin,Approved anti-inflammatory,HEV-B,(+)ssRNA,*,,,,,,,,Human TNF,PMID:23454684,,Picornaviridae,Enterovirus B,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB13751,14982,,LPLVUJXQOOQHMX-QWBHMCJMSA-N
Homoharringtonine,Approved anticancer,HEV-B,(+)ssRNA,*,,,,,,,,Human ribosome,doi: 10.20944/preprints201909.0128.v1,,Picornaviridae,Enterovirus B,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB04865,285033,Protein translation inhibitor,HYFHYPWGAURHIV-JFIAXGOJSA-N
Isolanid (lanatoside C),Approved antiarrhythmic,HEV-B,(+)ssRNA,*,,,,,,,,Unknown,PMID:25251726,,Picornaviridae,Enterovirus B,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB13467,3879,Increasing the concentration of intracellular calcium,JAYAGJDXJIDEKI-UHFFFAOYSA-N
Itraconazole,Approved antifungal,HEV-B,(+)ssRNA,*,,,,,,,,Multiple,PMID:25640182,,Picornaviridae,Enterovirus B,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB01167,55283,antifungal; hedgehog signaling inhibitor,VHVPQPYKVGDNFY-ZPGVKDDISA-N
Luteolin,Approved anticancer,HEV-B,(+)ssRNA,*,,,,,,,,Unknown,PMID:25036464,,Picornaviridae,Enterovirus B,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,,5280445,,IQPNAANSBPBGFQ-UHFFFAOYSA-N
Metformin,Approved anti-T2D,HEV-B,(+)ssRNA,*,,,,,,,,Human AMPK,PMID:24403577,,Picornaviridae,Enterovirus B,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00331,4091,AMPK activator,XZWYZXLIPXDOLR-UHFFFAOYSA-N
Obatoclax,Investigational anticancer,HEV-B,(+)ssRNA,*,,,,,,,,Human MCL1,doi: 10.20944/preprints201909.0128.v1,PMID: 31191461,Picornaviridae,Enterovirus B,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB12191,16681698,Bcl-2 family inhibitor,RFTSSZJZXOSICM-GRSHGNNSSA-N
Pentosan polysulfate,Approved anti-interstitial cystitis,HEV-B,(+)ssRNA,*,,,,,,,,Human FGF2,PMID:12941917,,Picornaviridae,Enterovirus B,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00686,37720,,FCCNSUIJIOOXEZ-SJYYZXOBSA-N
Pirlindole,Approved antidepressant,HEV-B,(+)ssRNA,*,,,,,,,,Viral helicase,PMID:26856848,,Picornaviridae,Enterovirus B,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB09244,68802,,IWVRVEIKCBFZNF-UHFFFAOYSA-N
Rapamycin (Sirolimus),Approved immunosuppressant,HEV-B,(+)ssRNA,*,,*,,,,,,Human MTOR,PMID:26621875,,Picornaviridae,Enterovirus B,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00877,5284616,IL-2-dependent T-cell proliferation inhibitor,QFJCIRLUMZQUOT-HPLJOQBZSA-N
EIPA (amiloride),Approved anti-arrhythmic,HEV-C,(+)ssRNA,*,,,,,,,,Viral RNA pol,PMID:25058507,,Picornaviridae,Enterovirus C,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00594,16231,Epithelial sodium channel inhibitor,XSDQTOBWRPYKKA-UHFFFAOYSA-N
Fluoxetine,Approved antidepressant,HEV-C,(+)ssRNA,*,,,,,,,,Viral helicase,PMID:23335743,,Picornaviridae,Enterovirus C,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00472,3386,Selective serotonin reuptake inhibitor,RTHCYVBBDHJXIQ-UHFFFAOYSA-N
Formoterol,Approved antiasthmatic,HEV-C,(+)ssRNA,*,,,,,,,,Viral helicase,PMID:26856848,,Picornaviridae,Enterovirus C,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00983,3410,,BPZSYCZIITTYBL-UHFFFAOYSA-N
Gemcitabine,Approved anticancer,HEV-C,(+)ssRNA,*,,,,,,,,Human RRM1,PMID:27733043,,Picornaviridae,Enterovirus C,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00441,60750,Antimetabolite; Nucleoside analog,SDUQYLNIPVEERB-QPPQHZFASA-N
Silvestrol,Investigational anticancer,HEV-C,(+)ssRNA,*,,,,,,,,Human EIF4A,PMID:29258862,,Picornaviridae,Enterovirus C,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,,11787114,Inhibitor of translation initiation by targeting the RNA helicase,GVKXFVCXBFGBCD-QKDMMWSPSA-N
Simvastatin,Approved lipid-lowering,HEV-C,(+)ssRNA,*,,,,,,,,Human HMGCR,PMID:16824485,,Picornaviridae,Enterovirus C,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00641,54454,HMG CoA reductase inhibitor,RYMZZMVNJRMUDD-HGQWONQESA-N
Dibucaine,Approved anesthetic,HEV-D,(+)ssRNA,*,,,,,,,,Multiple,PMID:26856848,,Picornaviridae,Enterovirus D,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00527,3025,,PUFQVTATUTYEAL-UHFFFAOYSA-N
Formoterol,Approved antiasthmatic,HEV-D,(+)ssRNA,*,,,,,,,,Viral helicase,PMID:26856848,,Picornaviridae,Enterovirus D,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB00983,3410,,BPZSYCZIITTYBL-UHFFFAOYSA-N
Pirlindole,Approved antidepressant,HEV-D,(+)ssRNA,*,,,,,,,,Viral helicase,PMID:26856848,,Picornaviridae,Enterovirus D,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB09244,68802,,IWVRVEIKCBFZNF-UHFFFAOYSA-N
Pleconaril,Approved antiviral,HEV-D,(+)ssRNA,,,,,*,,*,,Viral VP1,DB05105,,Picornaviridae,Enterovirus D,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB05105,1684,,KQOXLKOJHVFTRN-UHFFFAOYSA-N
Pleconaril,Approved antiviral,HEV-J,(+)ssRNA,,,,,,,*,,Viral VP1,DB05105,,Picornaviridae,Enterovirus J,"Mild respiratory symptoms, rarely brain and heart conditions, pneumonia and hepatitis",86,DB05105,1684,,KQOXLKOJHVFTRN-UHFFFAOYSA-N
Artesunate,Approved antimalarial,HHV-6,dsDNA,*,,,,,,,,Unknown,PMID:30677427,,Herpesviridae,Human herpesvirus 6,Exanthema subitum,12,DB09274,6917864,Unclear,FIHJKUPKCHIPAT-AHIGJZGOSA-N
Brincidofovir,Investigational antiviral,HHV-6,dsDNA,,,,,,*,,,Viral DNA pol,NCT01769170,,Herpesviridae,Human herpesvirus 6,Exanthema subitum,12,DB12151,483477,Viral DNA polymerase inhibitor,CRDDLOITBKEPRN-UQIIZPHYSA-M
Cidofovir,Approved antiviral,HHV-6,dsDNA,*,,,,,,,,Viral DNA pol,PMID:30287227,,Herpesviridae,Human herpesvirus 6,Exanthema subitum,12,DB00369,60613,Viral DNA polymerase inhibitor,FPKARFMSZDBYQF-ILKKLZGPSA-N
Filociclovir,Investigational antiviral,HHV-6,dsDNA,*,,,,,,,,Viral DNA pol,PMID:30287227,,Herpesviridae,Human herpesvirus 6,Exanthema subitum,12,DB12438,3006048,Dual DNA polymerase/kinase inhibitor; Nucleoside analog,KMUNHOKTIVSFRA-KXFIGUGUSA-N
Foscarnet,Approved antiviral,HHV-6,dsDNA,*,,,,,,,,Viral DNA pol,PMID:30677427,,Herpesviridae,Human herpesvirus 6,Exanthema subitum,12,DB00529,3415,Pyrophosphate analog DNA polymerase inhibitor,ZJAOAACCNHFJAH-UHFFFAOYSA-N
Letermovir,Approved antiviral,HHV-6,dsDNA,*,,,,,,,,Viral terminase,PMID:30677427,,Herpesviridae,Human herpesvirus 6,Exanthema subitum,12,DB12070,45138674,Inhibitor  the DNA terminase complex of cytomegalovirus activity,FWYSMLBETOMXAG-QHCPKHFHSA-N
Pentosan polysulfate,Approved anti-interstitial cystitis,HHV-7,dsDNA,*,,,,,,,,Human FGF2,PMID:10480261,,Herpesviridae,Human herpesvirus 7,Exanthema subitum,12,DB00686,37720,,FCCNSUIJIOOXEZ-SJYYZXOBSA-N
4-HPR (Fenretinide),Approved anticancer,HIV-1,ssRNA-RT,*,,,,,,,,Viral RT,PMID:16375981,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,DB05076,5288209,Unclear,AKJHMTWEGVYYSE-FXILSDISSA-N
ABT-263,Investigational anticancer,HIV-1,ssRNA-RT,*,,,,,,,,Human BCL2,N.A.,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,DB12340,24978538,Bcl-2/Bcl-xL inhibitor,JLYAXFNOILIKPP-KXQOOQHDSA-N
Alisporivir,Investigational antiviral,HIV-1,ssRNA-RT,*,,,,,,,,Human CYPA,PMID:19857522,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,DB12139,11513676,,OLROWHGDTNFZBH-XEMWPYQTSA-N
Azacitidine,Approved anticancer,HIV-1,ssRNA-RT,*,,,,,,,,Viral RT,PMID:27117260,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,DB00928,9444,Nucleoside analog DNA methyl transferase inhibitor,NMUSYJAQQFHJEW-KVTDHHQDSA-N
Azithromycin,Approved antibacterial,HIV-1,ssRNA-RT,,,,*,,,,,Unknown,NCT04036318; NCT01227395,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,DB00207,447043,,MQTOSJVFKKJCRP-BICOPXKESA-N
Berberine,Investigational anticancer,HIV-1,ssRNA-RT,*,,,,,,,,Unknown,PMID:21295891,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,DB04115,2353,AMP-activated protein kinase (AMPK) activator,YBHILYKTIRIUTE-UHFFFAOYSA-N
Brequinar,Investigational anticancer,HIV-1,ssRNA-RT,*,,,,,,,,Human DHODH,doi: 10.20944/preprints201909.0128.v1,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,DB03523,57030,Dihydroorotate dehydrogenase (DHODH) inhibitor,PZOHOALJQOFNTB-UHFFFAOYSA-M
Camptothecin,Investigational anticancer,HIV-1,ssRNA-RT,*,,,,,,,,Human TOP1,PMID:20110878,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,DB04690,24360,Topoisomerase I inhibitor,VSJKWCGYPAHWDS-FQEVSTJZSA-N
Cepharanthine,Approved anti-inflammatory and cancer (Japan),HIV-1,ssRNA-RT,*,,,,,,,,NPC1,PMID:16375981,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,,10206,,YVPXVXANRNDGTA-WDYNHAJCSA-N
Chloroquine,Approved antimalarial,HIV-1,ssRNA-RT,,,,,*,*,,,Unknown,NCT00308620,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,DB00608,2719,Antimalaria agent; chemo/radio sensitizer,QKICWELGRMTQCR-UHFFFAOYSA-N
Cyclosporine,Approved immunosuppressant,HIV-1,ssRNA-RT,*,,,,*,,*,,Human CYPA,PMID:22174692; NCT03360682,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,DB00091,5284373,Calcineurin inhibitor; allows for inhibition of T cell activation,PMATZTZNYRCHOR-CGLBZJNRSA-N
CYT107,Investigational antiviral,HIV-1,ssRNA-RT,,,,,*,,,,Human CD127,NCT01019551,PMID: 29298032,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,DB11997,347911267,CYT-107 is manufactured version of interleukin-7; a protein,
Dasatinib,Approved anticancer,HIV-1,ssRNA-RT,*,,,,,,,,Human RTKs,PMID:26851491,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,DB01254,3062316,Abl; Src; Kit; EphR... Inhibitor,ZBNZXTGUTAYRHI-UHFFFAOYSA-N
Diphyllin,Investigational anticancer,HIV-1,ssRNA-RT,*,,,,,,,,Human vATPase,PMID:29328465,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,,100492,V?ATPase Inhibitor,VMEJANRODATDOF-UHFFFAOYSA-N
Emetine,Approved antiprotozoal,HIV-1,ssRNA-RT,*,,,,,,,,Human ribosome,PMID:26111177,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,DB13393,10219,,AUVVAXYIELKVAI-CKBKHPSWSA-N
Ezetimibe,Approved lipid-lowering,HIV-1,ssRNA-RT,*,,,*,,,,,Human NTCP,NCT00099684,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,DB00973,150311,Intestinal cholesterol and related phytosterol absorption inhibitor,OLNTVTPDXPETLC-XPWALMASSA-N
Gemcitabine,Approved anticancer,HIV-1,ssRNA-RT,*,,,,,,,,Human RRM1,PMID:24120088,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,DB00441,60750,Antimetabolite; Nucleoside analog,SDUQYLNIPVEERB-QPPQHZFASA-N
Genistin, Investigational antidepressant,HIV-1,ssRNA-RT,*,,,,,,,,Multiple,PMID24963618,,Retroviridae,Human immunodeficiency virus 1, Acquired immune deficiency syndrome,33,,5281377,,ZCOLJUOHXJRHDI-CMWLGVBASA-N
Glycyrrhizin,Approved anti-inflammatory,HIV-1,ssRNA-RT,*,,,,,,,,Human TNF,PMID:19529000,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,DB13751,14982,,LPLVUJXQOOQHMX-QWBHMCJMSA-N
Hydroxychloroquine,Approved antimalarial,HIV-1,ssRNA-RT,*,,,*,*,,,,Unknown,PMID:8565026; NCT01067417,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,DB01611,3652,Unclear,XXSMGPRMXLTPCZ-UHFFFAOYSA-N
Indomethacin,Approved anti-inflammatory,HIV-1,ssRNA-RT,*,,,,,,,,Human PTGS1,PMID:7875307,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,DB00328,3715,Cyclo-oxygenase (COX) enzyme or prostaglandin G/H synthase inhibitor,CGIGDMFJXJATDK-UHFFFAOYSA-N
Ivermectin,Approved antiprotozoal,HIV-1,ssRNA-RT,*,,,,,,,,Human importins,PMID:22417684,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,DB00602,46936176,Importin ?/?-mediated nuclear import inhibitor,SPBDXSGPUHCETR-CVSKBELMSA-N
Lamivudine,Approved antiviral,HIV-1,ssRNA-RT,,,,,,,,*,Viral RT,CID:60825; DB00709 ,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,DB00709,60825,Reverse transcriptase inhibitor and zalcitabine analog,JTEGQNOMFQHVDC-NKWVEPMBSA-N
Lobucavir,Investigational antiviral,HIV-1,ssRNA-RT,,,,*,,,,,Viral DNA pol,NCT00002352,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,DB12531,60786,,GWFOVSGRNGAGDL-FSDSQADBSA-N
Lopinavir,Approved antiviral,HIV-1,ssRNA-RT,,,,*,*,*,*,*,Viral protease,CID:92727; DB01601; NCT01772940,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,DB01601,92727,HIV protease inhibitor,KJHKTHWMRKYKJE-SUGCFTRWSA-N
Luteolin,Approved anticancer,HIV-1,ssRNA-RT,*,,,,,,,,Unknown,PMID:22140483,,Retroviridae,Human immunodeficiency virus 1,Acquired immune deficiency syndrome,33,,5280445,,IQPNAANSBPBGFQ-UHFFFAOYSA-N
